Number,Year,Date,State,Sublocation,Location,Lat,Long,Description,Source,Type,Rioter Classification,Target Classification,Actions,Recorded # Killed,Recorded # Injured,Persons Named as Rioters,Persons Named as Targets,Note
23,1855,1855/10,California,Hill's Ferry,One Mile From Hill's Ferry,37.34855,-120.97997,"October: On the 19th, a vigilance committee hanged Francisco Tapia, Jesus Pino, Francisco Sanchez, and an unknown German for alleged theft.","New York Times, 29 Nov. 1855 as listed in Carrigan and Webb, Forgotten Dead.",Vigilante; Law; Racial; Ethnic/National; Religious,Vigilante; Vigilance Committee,Mexican; Hispanic; Catholic; Alleged Criminal; Alleged Thief; German,Lethal Violence,4,,,Francisco Tapia; Jesus Pino; Francisco Sanchez,PTH
24,1855,1855/10,Missouri,Carroll Co.,"Carroll Co., Missouri",39.40212,-93.47655,"October: ""Slave of Judge Thomas Clingman"" hanged for alleged murder of master","New York Times, October 16, 1855 as listed in Pfeifer, The Roots of Rough Justice.",Slavery; Racial,White,Black; Slave,Lethal Violence,1,,,,PTH
25,1855,1855/12,Texas,Corpus Christi,Corpus Christi,27.74044,-97.40196,"December: On the 1st, an unknown Mexican taken from jail and hanged for alleged murder.","San Antonio Ledger, 22 Dec. 1855 as listed in Carrigan and Webb, Forgotten Dead.",Vigilante; Law; Racial; Ethnic/National; Religious,Vigilante,Mexican; Hispanic; Catholic; Alleged Criminal; Alleged Murderer; Legal; Jail,Lethal Violence; Seized Person(s); Extraction,1,,,,PTH
26,1855,1855/12,California,Snelling,Snelling,37.51972,-120.4382,"December: On Christmas Eve, an unknown Mexican was siezed from Law Officer and lynched for alleged cattle theft. ","San Francisco Daily Placer Times, 30 Dec., 1855 as listed in Carrigan and Webb, Forgotten Dead.",Vigilante; Law; Racial; Ethnic/National; Religious,Vigilante,Mexican; Hispanic; Catholic; Alleged Criminal; Alleged Thief; Legal; Law Officer,Lethal Violence; Seized Person(s); Extraction,1,,,,PTH
1,1856,1856/01,Kansas,Kikapoo,"Kikapoo, Kansas",39.379747,-94.939369,"January: When local pro-slavery rangers heard what happened at Easton, they captured free-soil captain Reese Brown. While they debated whether they should try him before killing him, one of the Rangers put an axe into Brown's skull. They deposited his body at his farm's door.","Nichols.Bleeding Kansas, p.82-83",Slavery; Vigilante; Racial; Land; Political,Pro-Slavery; Border Ruffian; Vigilante,Free-Soiler; Anti-Slavery; Free-Stater,Lethal Violence,1,,,Reese Brown,
2,1856,1856/01,Kansas,Easton,"Easton, Kansas",39.345008,-95.119207,January: Free-soil election disrupted by pro-slave forces. Taunts led to threats and exchange of shots. A southerner was killed.,"Nichols.Bleeding Kansas, p.82",Slavery; Racial; Political; Vigilante; Land,Pro-Slavery; Border Ruffian,Free-Soiler; Anti-Slavery; Free-Stater,Threat; Lethal Violence,1,,,,
3,1856,1856/02,Illinois,Charleston,"Charleston, Coles Co.",39.49302,-88.17553,February: Hanging of A.F. Monroe for alleged murder,"New York Times, February 22, 1856 as listed in Pfeifer, The Roots of Rough Justice.",Vigilante; Law,Vigilante,Alleged Murderer,Lethal Violence,1,,,A.F. Monroe,PTH
4,1856,1856/02,California,Los Angeles,Los Angeles,34.022624,-118.367045,February: Crowd took Mexican prisoners - one a bandit involved in 1855 revolt - out of jail and executed both by hanging.,"Bleen. ""Vigilantism,"" p.22",Racial; Law; Ethnic/National; Religious; Vigilante,Vigilante,Mexican; Hispanic; Catholic; Prisoner; Legal; Jail,Lethal Violence; Seized Person(s); Extraction,2,,,,
5,1856,1856/05,California,Monterrey,Monterrey,36.60231,-121.89565,"May: On the 11th, three unknown Mexicans taken from jail and hanged for alleged murder, apparently with little proof.","Nevada Journal (Nevada City), 16 May 1856 as listed in Carrigan and Webb, Forgotten Dead.",Racial; Law; Ethnic/National; Religious; Vigilante,Vigilante,Mexican; Hispanic; Catholic; Alleged Criminal; Alleged Murderer; Legal; Jail; Prisoner,Lethal Violence; Seized Person(s); Extraction,3,,,,PTH
6,1856,1856/05,Kansas,Sante Fe Trail,"Santa Fe Trail, Kansas",39.348434,-94.952914,"May: Eight free-soilers ambush 18 pro-slavery men, killing several.","Nichols.Bleeding Kansas, p.111",Slavery; Racial; Political; Vigilante; Land,Free-Soiler; Anti-Slavery; Free-Stater; Political; Vigilante,Pro-Slavery; Border Ruffian; Political,Lethal Violence,,,,,
7,1856,1856/05,California,San Francisco,San Francisco,37.752148,-122.44147,"May: Organization of S.F. vigilance committee by middle and upper class Protestants to counter Irish-Catholic political machine and violence. On May 12, Comm. Seized two accused murderers, tries and executes them. Committee then active in arresting and banishing others. Confronts governor's forces and wins. Tries and executes two others and disbands in August.",H+W p.458-462,Ethnic/National; Religious; Political; Vigilante; Law,American; Nativisit; Vigilante; Protestant; Vigilance Committee,Irish; Catholic; Legal,Seized Person(s); Lethal Violence,4,,,,
8,1856,1856/05,Kansas,Pottawatomie Creek,"Pottawatomie Creek, Kansas",38.44404,-95.082544,May: John Brown and 8 followers visit three homes and execute 5 pro-slavery men (two were boys) in brutal massacre.,"Nichols.Bleeding Kansas, p.110-119",Slavery; Vigilante; Law; Racial; Political; Land,Free-Soiler; Anti-Slavery; Free-Stater; Vigilante,Pro-Slavery; Border Ruffian; Youth,Lethal Violence,5,,John Brown,,
9,1856,1856/05,Kansas,Prairie City,"Praire City, Kansas",38.781829,-95.187765,"May: Pro-slavery men, after capturing local minister, road into town to be met by 20 or 50 free-soil men, who fired upon them. Two men killed. Next day free-soil men, with John Brown and company attack Captain Pate's pro-slavery force of 50. Although free-soil men outnumbered, they capture Pate and half his men. Two opposing forces in area almost collide, but federal troops arrive and restore order.","Nichols.Bleeding Kansas, p.12-124",Slavery; Vigilante; Law; Racial; Political; Land,Free-Soiler; Anti-Slavery; Free-Stater; Pro-Slavery; Border Ruffian; Vigilante,Free-Soiler; Anti-Slavery; Free-Stater; Pro-Slavery; Border Ruffian; Religious; Minister,Seized Person(s); Lethal Violence,2,,John Brown; Pate,Pate,
10,1856,1856/06,Texas,Rio Grande City,Rio Grande City,26.38219,-98.81923,"June: Unknown Mexican ""hanged for stealing horses and robbing a church.""","Galveston Weekly News, 8 July 1856 as listed in Carrigan and Webb, Forgotten Dead.",Racial; Law; Ethnic/National; Religious; Vigilante,Vigilante,Mexican; Hispanic; Catholic; Alleged Criminal; Alleged Thief; Alleged Horse Thief,Lethal Violence,1,,,,PTH
11,1856,1856/06,Louisiana,New Orleans,New Orleans,29.944425,-90.08651,"June: Great deal of election rioting, mostly by know-nothings. At least two men killed and a score wounded. Maybe 4 men killed.","Billington, p.421; Asbury.French Quarter, p.295-296",Political; Ethnic/National; Religious,American; Nativisit; Political,Unknown,Lethal Violence; Non-Lethal Violence,2,,,,
12,1856,1856/06,Kansas,Franklin,"Franklin, Kansas",37.527216,-94.707369,June: Free soilers attack a half-built fort and a pro-slavery man killed.,"Nichols.Bleeding Kansas, p.130",Slavery; Vigilante; Law; Racial; Political; Land,Free-Soiler; Anti-Slavery; Free-Stater; Vigilante,Pro-Slavery; Border Ruffian; Vigilante,Lethal Violence,1,,,,
13,1856,1856/08,Kansas,Lecompton,Kansas,39.042909,-95.391278,"August: Free-soil men capture Fort Titus. One free-soiler killed, 2 pro-slavery killed. A cannon used. Titus captured and sent to Lawrence.","Nichols.Bleeding Kansas, p.137-139",Slavery; Vigilante; Law; Racial; Political; Land,Free-Soiler; Anti-Slavery; Free-Stater; Vigilante,Pro-Slavery; Border Ruffian,Lethal Violence; Seized Person(s),3,,,Henry Titus,
14,1856,1856/08,Kansas,Osawatomie,"Osawatomie, Kansas",38.498662,-94.948956,"August: Missourians under the leadership of General John Reid, at the invitation of pro-slavery interim governor attacked this free-soil town. Forty free-soilers ambushed them and resulting gun battle led to 5 free-soilerss killed, 3 wounded, and 2 killed and 3 wounded pro-slavery. After driving off the free-soil forces, pro-slavery men ran into Frederick Brown, John's son, and killed him. They then sacked the town. Shortly thereafter 2 larges forces (1300 each) fired a few volleys at each other and separated.","Nichols.Bleeding Kansas, p.135-136",Slavery; Vigilante; Law; Racial; Political; Land,Pro-Slavery; Border Ruffian; Missourian; Vigilante,Free-Soiler; Anti-Slavery; Free-Stater,Lethal Violence; Non-Lethal Violence; Property Destroyed,8,6,John Reid,Frederick Brown,
15,1856,1856/09,Kansas,Leavenworth,Kansas,39.323495,-94.926377,"September: Pro-slavery forces called regulators attack William Phillips' house. He and his brother-in-law killed two, but Phillips was killed, too. Regulators also shipped 150 free-soilers down river that and the next day.","Nichols.Bleeding Kansas, p.149",Slavery; Vigilante; Law; Racial; Political; Land,Pro-Slavery; Border Ruffian; Regulator (Pro-Slavery); Vigilante,Free-Soiler; Anti-Slavery; Free-Stater,Seized Person(s); Lethal Violence,3,,,William Phillips,
16,1856,1856/09,Kansas,Hardteville,"Hardteville, Kansas",39.29885,-95.33271,September: Free-soilers under John Swift attacked and captured the town. One defender had been killed. Four-pounder used. Later government troops capture free-soilers.,"Nichols.Bleeding Kansas, p.154-155",Slavery; Vigilante; Law; Racial; Political; Land,Free-Soiler; Anti-Slavery; Free-Stater; Vigilante,Pro-Slavery; Border Ruffian,Lethal Violence,1,,John Swift,,
17,1856,1856/09,Maryland,Baltimore,Baltimore,39.293324,-76.615924,"September: ""Rip-Rap"" and Wanpawoag Clubs attack 17th ward house kept by James clar on Light street, opposite Warren. Bricks used and some shots fired. One man killed, several wounded during half hour battle. Police eventually disperse rioters Nativist battle.","Scharf.Chronicles, p.549; H+W, p.93",Ethnic/National; Gang,Nativist; Rip-Rap; Wanpawoag; Gang,Unknown,Lethal Violence,1,,,James Clar,
18,1856,1856/11,Maryland,Baltimore,Baltimore,39.293324,-76.615924,"November: Serious election rioting throughout city, especially at 2nd and 8th ward polls. Eight killed, about 150 wounded as Democrats and know-nothings square off. Some common brought into play as know-nothings, despite strong democratic resistance, carry the day. Other reports (now Scharf) say 17 dead, 67 wounded.","Scharf.Chronicles, p.550-552",Political; Ethnic/National,Political; Nativist; Democrat; Know-Nothing,Political; Nativist; Democrat; Know-Nothing,Lethal Violence; Non-Lethal Violence,17,67,,,
19,1856,1856/05,California,San Francisco,San Francisco,37.752148,-122.44147,"May: Vigilantes organize, they hang four men, expel many others, breaking up Irish Democratic machine.","Senkewicz.Vigilantes, p.156-188",Ethnic/National; Religious; Vigilante; Law; Political,Vigilante,Irish; Catholic; Democrat; Political,Lethal Violence; Threat,4,,,,
20,1856,1856/10,California,Watsonville,"Pajaro River, Near Watsonville",36.90904,-121.75208,October: José Castro hanged by Matt Tarpy and his vigilantes for alleged attempted murder. Tarpy and his men had to seize Castro from a group of Mexicans who tried to protect him.,"Santa Cruz Pacific Sentinel, 1 and 15 Nov. 1856 as listed in Carrigan and Webb, Forgotten Dead.",Racial; Law; Ethnic/National; Religious; Vigilante,Vigilante,Mexican; Hispanic; Catholic; Alleged Criminal,Lethal Violence; Seized Person(s),1,,Matt Tarpy,José Castro,PTH
21,1856,1856/11,Ohio,Manchester,"Manchester, Adams Co.",38.68886,-83.6077,"November: Bill, a black man, hanged for alleged rape","New York Times, December 4, 1856 as listed in Pfeifer, The Roots of Rough Justice.",Vigilante; Law; Racial,White; Vigilante,Black; Alleged Criminal; Alleged Sexual Assailant,Lethal Violence,1,,,Bill,PTH
1,1857,,Tennessee,Rogersville,"Rogersville, TN",36.40482,-83.00497,"Burning of black man for alleged ""sundry foul, revolting, and hellish crimes""","New York Times, Sept. 17, 1857.",Racial; Vigilante; Law,White; Vigilante,Black; Alleged Criminal,Lethal Violence; Mutilation,1,,,,PTH
2,1857,,Kentucky,Louisville,"Louisville, KY",38.248802,-85.731141,"Hanging of George, an enslaved man for alleged murder","Cutler, Lynch-Law, 125; source: Liberator, October 16, 1857 as listed in Pfeifer, The Roots of Rough Justice.",Racial; Vigilante; Law; Slavery,White; Vigilante,Black; Alleged Criminal; Alleged Murderer; Slave,Lethal Violence,1,,,George,PTH
3,1857,,Kentucky,Louisville,"Louisville, KY",38.248802,-85.731141,"Hanging of Bill, an enslaved man for alleged murder","Cutler, Lynch-Law, 125; source: Liberator, October 16, 1857 as listed in Pfeifer, The Roots of Rough Justice.",Racial; Vigilante; Law; Slavery,White; Vigilante,Black; Alleged Criminal; Alleged Murderer; Slave,Lethal Violence,1,,,Bill,PTH
4,1857,,Arkansas,Chicot Co.,"Chicot Co., AR",33.28686,-91.28867,Burning of black man for alleged murder and rape,"Bertram Wyatt-Brown, Southern Honor: Ethics and Behavior in the Old South (New York: Oxford University Press, 1982), 389 from Pfeifer, Roots of Rough Justice.",Racial; Vigilante; Law,White; Vigilante,Black; Alleged Criminal; Alleged Sexual Assailant; Alleged Murderer,Lethal Violence; Mutilation,1,,,,PTH
5,1857,1857/01,California,Los Angeles,Near Los Angeles,34.022624,-118.367045,"January: On the 29th, a mob, angered by the death of an Anglo sheriff, hanged Juan Catabo, shot and decapitated Miguel Soto, and shot Diego Navarro, Pedro Lopez, Juan Valenzuela, and two unknown Mexicans.","Sonoma County Journal (Petulama), Feb. 20, 1857 as listed in Carrigan and Webb, Forgotten Dead.",Racial; Law; Ethnic/National; Religious; Vigilante,Vigilante; White; Anglo,Mexican; Hispanic; Catholic; Alleged Criminal; Alleged Murderer,Lethal Violence; Mutilation,7,,,Diego Navarro; Pedro Lopez; Juan Valenzuela; Miguel Soto; Juan Catabo,PTH
6,1857,1857/02,California,San Buenaventura,San Buenaventura,34.28096,-119.28608,"February: On the 2nd, Encarnacion Berreyesa hanged for alleged murder.","El Clamor Publico (Los Angeles), 28 Mar. and 9 May 1857 as listed in Carrigan and Webb, Forgotten Dead.",Racial; Law; Ethnic/National; Religious; Vigilante,Vigilante,Mexican; Hispanic; Catholic; Alleged Criminal; Alleged Murderer,Lethal Violence,1,,,Encarnacion Berreyesa,PTH
7,1857,1857/02,California,Ventura,Near Ventura,34.28096,-119.28608,"February: On the 2nd, José Jesus Espinosa hanged for alleged murder.","New York Times, Mar. 17, 1857 as listed in Carrigan and Webb, Forgotten Dead.",Racial; Law; Ethnic/National; Religious; Vigilante,Vigilante,Mexican; Hispanic; Catholic; Alleged Criminal; Alleged Murderer,Lethal Violence,1,,,José Jesus Espinosa,PTH
8,1857,1857/02,California,Los Angeles,Near Los Angeles,34.022624,-118.367045,"February: On the 3rd, Francisco or Guerro Ardillero hanged for alleged murder.","Los Angeles Star, 7 Feb 1857 as listed in Carrigan and Webb, Forgotten Dead.",Racial; Law; Ethnic/National; Religious; Vigilante,Vigilante,Mexican; Hispanic; Catholic; Alleged Criminal; Alleged Murderer,Lethal Violence,1,,,Francisco Ardillero; Guerro Ardillero,PTH
9,1857,1857/02,California,Los Nietos,Los Nietos,34.022624,-118.367045,"February: On the 6th, two unknown Mexicans hanged and one shot for alleged murder.","Sonoma County Journal (Petulama), Feb. 20, 1857 as listed in Carrigan and Webb, Forgotten Dead.",Racial; Law; Ethnic/National; Religious; Vigilante,Vigilante,Mexican; Hispanic; Catholic; Alleged Criminal; Alleged Murderer,Lethal Violence,3,,,,PTH
10,1857,1857/02,California,Los Angeles,Los Angeles,34.022624,-118.367045,"February: On the 14th, Juan Flores hanged for alleged murder of Anglo sheriff.","Alta California (San Francisco), 2 March 1857 as listed in Carrigan and Webb, Forgotten Dead.",Racial; Law; Ethnic/National; Religious; Vigilante,Vigilante; White; Anglo,Mexican; Hispanic; Catholic; Alleged Criminal; Alleged Murderer,Lethal Violence,1,,,Juan Flores,PTH
11,1857,1857/02,California,Monterey,"Monterey, CA",36.60231,-121.89565,"February: On the 16th, a mob of two hundred seized José Anastacio García from jail and lynched him for alleged murder.","Santa Cruz Pacific Sentinel, 28 Feb. 1857; Santa Cruz Sentinel, 12 May 1877 as listed in Carrigan and Webb, Forgotten Dead.",Racial; Law; Ethnic/National; Religious; Vigilante,Vigilante,Mexican; Hispanic; Catholic; Alleged Criminal; Alleged Murderer; Legal; Jail; Prisoner,Seized Person(s); Lethal Violence; Extraction,1,,,José Anastacio García,PTH
12,1857,1857/02,California,El Monte,Near El Monte,34.022624,-118.367045,"February: ""Mexican Joe"" hanged and decapitated for alleged murder.","Bartlett, ed. Reminiscences of a Ranger as listed in Carrigan and Webb, Forgotten Dead.",Racial; Law; Ethnic/National; Religious; Vigilante,Vigilante,Mexican; Hispanic; Catholic; Alleged Criminal; Alleged Murderer,Lethal Violence; Mutilation,1,,,Mexican Joe,PTH
13,1857,1857/02,California,Los Angeles,Los Angeles,34.022624,-118.367045,February: José Santos hanged for alleged murder.,"Pacific Sentinel, 21 Feb 1857 as listed in Carrigan and Webb, Forgotten Dead.",Racial; Law; Ethnic/National; Religious; Vigilante,Vigilante,Mexican; Hispanic; Catholic; Alleged Criminal; Alleged Murderer,Lethal Violence,1,,,José Santos,PTH
14,1857,1857/03,New Mexico,Sante Fe,"Sante Fe, NM",35.68641,-105.96308,"March: On the 11th, Manuel Ribera was ""shot through the bars of his jail cell"" for alleged murder.","Sante Fe Weekly Gazette, 14 March 1857 as listed in Carrigan and Webb, Forgotten Dead.",Racial; Law; Ethnic/National; Religious; Vigilante,Vigilante,Mexican; Hispanic; Catholic; Alleged Criminal; Alleged Murderer; Legal; Jail; Prisoner,Lethal Violence,1,,,Manuel Ribera,PTH
15,1857,1857/04,Texas,Goliad,Near Goliad,28.66828,-97.38883,April: 8 unknown Mexicans lynched for alleged theft.,"San Antonio Herald, 18 Apr. 1857 as listed in Carrigan and Webb, Forgotten Dead.",Racial; Law; Ethnic/National; Religious; Vigilante,Vigilante,Mexican; Hispanic; Catholic; Alleged Criminal; Alleged Thief,Lethal Violence,8,,,,PTH
16,1857,1857/04,Iowa,Jackson Co.,"Jackson county, Iowa",42.202362,-90.606381,April: Iron Hills Vigilance Committee broke into jail and seized accused murderer Alexander Gifford. They forced him to confess. He claimed he had been hired to do the killing. The mob hanged Gifford anyway.,"Black. ""Lynchings,"" p.187",Vigilante; Law,Vigilante; Iron Hills Vigilance Committee,Legal; Prisoner,Seized Person(s); Lethal Violence; Extraction,1,,,Alexander Gifford,
17,1857,1857/05,Texas,Montomery,"Montgomery, Montgomery Co., TX",30.38802,-95.69494,May: Hanging of enslaved man for alleged attempted murder of mistress,"Galveston Weekly News, May 17, 1859 as listed in Pfeifer, The Roots of Rough Justice.",Racial; Slavery; Vigilante; Law,White; Vigilante,Black; Slave; Alleged Criminal,Lethal Violence,1,,,,PTH
18,1857,1857/05,Iowa,Andrew,"Andrew, Jackson Co., Iowa",42.155203,-90.59105,"May: Mob seized 3 thieves from DeWitt jail in Clinton. They represented a Vigilance committee. They took the 3 to Andrew, the (??) headquarters. The mob quickly hanged William Barger, one of the thieves. They held the other two for trial. After trial they were whipped. One, Michael Carroll was then turned over to authorities; the other was banished.","Black. ""Lynchings,"" p.188-190",Vigilante; Law,Vigilante; Vigilance Committee,Legal; Prisoner; Thief; Jail,Seized Person(s); Lethal Violence; Non-Lethal Violence; Threat; Extraction,1,2,,William Barger; Michael Carroll,
19,1857,1857/05,Iowa,Johnson Co.,"Johnson co., Iowa",41.700486,-91.592633,"May: Mob seized Boyd Wilkinson at his farm - actually he surrendered on the promise of being turned over to the authorities - for burning Philip Clark's barn. Clark and he had aruged over land claims. Placed in a wagon, he was drowned while crossing a river. 15 were arrested.","Black. ""Lynchings,"" p.187-189",Vigilante; Law; Land,Vigilante,Alleged Criminal; Alleged Arsonist,Seized Person(s); Lethal Violence,1,,,Boyd Wilkinson,
20,1857,1857/06,Iowa,Cedar Co.,"Cedar county, Iowa",41.784015,-91.127137,"June: Regulators attacked the cabin of a man by the name of Corry. He was shot and killed apparently because Alonzo Page, one of the Regulators, had a personal grudge.","Graham. ""Vigilance Committee,"" p.309",Vigilante; Law,Vigilante; Regulator (Vigilante),Unknown,Lethal Violence,1,,Alonzo Page,Corry,
21,1857,1857/06,Iowa,Cedar Co.,"Cedar County, Iowa",41.784015,-91.127137,"June: Regulator organization against horse thieves active. One member of the Regulators argued with Alonzo Page. Corry told the Regulators that Page was associated with horse thieves. The Regulators warned Page to leave the country. When he didn't, they came to his house night of June 18th and when Page resisted, he was shot. He died from the wounds.","Black. ""Lynchings,"" p.192",Vigilante; Law,Vigilante; Regulator (Vigilante),Vigilante; Regulator (Vigilante),Threat; Lethal Violence,1,,,Alonzo Page,
22,1857,1857/06,Iowa,Cedar Co.,"Warren's Settlement, Cedar Co., Iowa",41.784015,-91.127137,June: Mob seized Jacob A. Warner and accused him of being connected with a gang of outlaws. They tried him in a lynch court and then hanged him. At least 300 involved.,"Black. ""Lynchings,"" p.193-194",Vigilante; Law,Vigilante,Alleged Criminal; Alleged Outlaw,Seized Person(s); Lethal Violence,1,,,Jacob A. Warner,
23,1857,1857/06,Iowa,Cedar Co.,"Cedar Co., Iowa",41.784015,-91.127137,"June: Band of Regulators capture Peter Conklin, chased and shot him and killed him.","Graham. ""Vigilance Committee,"" p.366-367; Black. ""Lynchings,"" p.194",Vigilante; Law,Vigilante; Regulator (Vigilante),Unknown,Lethal Violence,1,,,Peter Conklin,
24,1857,1857/06,Iowa,Jones Co.,"Jones Co., Iowa",42.082479,-91.129989,June: Mob of about 60 took convicted horse thief from officials and hanged him.,"Black. ""Lynchings,"" p.194",Vigilante; Law,Vigilante,Prisoner; Legal; Alleged Criminal; Alleged Thief; Alleged Horse Thief,Seized Person(s); Lethal Violence; Extraction,1,,,,
25,1857,1857/06,Iowa,Clinton Co.,"Clinton County, Iowa",41.85018,-90.22956,June: Hanging of Bennett Warren for alleged horse theft,"Black, ""Lynchings in Iowa,"" 192-194 as listed in Pfeifer, The Roots of Rough Justice.",Vigilante; Law,Vigilante,Alleged Criminal; Alleged Thief; Alleged Horse Thief,Lethal Violence,1,,,Bennett Warren,PTH
26,1857,1857/07,Iowa,Tipton,"Tipton, Cedar Co., Iowa",41.771253,-91.129989,July: Regulators numbering about 200 broke into jail and took accused horse thieves Alonzo Gleeson and Edward Super. They held a trial for them. Super confessed. Both were hanged from a tree.,"Black. ""Lynchings,"" p.195",Vigilante; Law,Vigilante; Regulator (Vigilante),Prisoner; Legal; Alleged Criminal; Alleged Thief; Alleged Horse Thief,Seized Person(s); Lethal Violence; Prison Break,2,,,Alonzo Gleeson; Edward Super,
27,1857,1857/07,New York,New York City,NYC,40.720368,-74.001098,"July: Bowery Boys and Dead Rabbits battle it out in the 6th ward. Arrival of Metropolitan Police had little effect. Beaten by the Dead Rabbits, only the arrival of a crowd of Bowery Boys enabled the Police to retreat. Twelve were killed, including two policemen. 41 injured. More fighting continued the next day and two regiments of militia needed to quell the disorder.","Cook.Armies, p.41",Gang; Ethnic/National; Religious,Gang; Bowery Boy; Dead Rabbit; Nativist; American; Protestant; Irish; Catholic,Gang; Bowery Boy; Dead Rabbit; Nativist; American; Protestant; Irish; Catholic; Legal; Law Officer; Military; Militia,Lethal Violence; Non-Lethal Violence,12,41,,,
28,1857,1857/07,Iowa,Jones Co.,"Jones co., Iowa",42.082479,-91.129989,"July: Vigilance Committee wen to a Dr. Longs' believing he was connected to horse thieves. They found his brother and another man, whom they hanged. Long, however, escaped.","Black. ""Lynchings,"" p.196",Vigilante; Law,Vigilante; Vigilance Committee,Alleged Criminal; Alleged Thief; Alleged Horse Thief,Seized Person(s); Lethal Violence,2,,,Longs,
29,1857,1857/07,New York,New York City,NYC,40.720368,-74.001098,"July: Two Germans fighting collected a great crowd on the corner of 3rd street and Ave B. With the fight over two policemen arrived to disperse the crowd. When one man refused to move, a policeman clubb him. The crowd became threatening. Sergeant Lockwood arrived in the German area with seven more policemen and asserted his authority. He and the police were driven back under a hail of brickbats and rocks. More police arrived and clubbed their way through the crowd. They began to shoot. Crowd dispersed. One man killed.","Cook.Armies, p.44-45",Ethnic/National; Law,German,Legal; Law Officer,Lethal Violence; Non-Lethal Violence; Threat,1,,,Lockwood,
30,1857,1857/07,Iowa,Cedar Co.,"Cedar co., Iowa",41.784015,-91.127137,"July: Vigilance committee captured a man named Kelso and an accomplice. They tried them and hanged them. When one of the crowd, a young farmer named Finch, came home and told his mother that he voted for hanging, she made him feel so bad that he went and hanged himself.","Black. ""Lynchings,"" p.197",Vigilante; Law,Vigilante; Youth,Unknown,Seized Person(s); Lethal Violence,2,,Finch,Kelso,
31,1857,1857/07,Iowa,Cedar Co.,"Cedar co., Iowa",41.784015,-91.127137,July: Mob of 400 from Mechanicsville seized a man charged with counterfeiting and horse stealing and held a lynch court. Then they hanged him. Search for another horse thief proved futile.,"Black. ""Lynchings,"" p.198",Vigilante; Law,Vigilante,Alleged Criminal; Alleged Thief; Alleged Horse Thief; Alleged Counterfeiter,Seized Person(s); Lethal Violence,1,,,,
32,1857,1857/07,Iowa,Cascade,"Cascade, Dubuque Co, IA",42.29793,-91.01339,July: Hanging of Jack Parrot for alleged horse theft,"Dubuque Weekly Express and Herald, July 15, 1857; Dubuque Daily Times, July 13, 1857 as listed in Pfeifer, The Roots of Rough Justice.",Vigilante; Law,Vigilante,Alleged Criminal; Alleged Thief; Alleged Horse Thief,Lethal Violence,1,,,Jack Parrott,PTH
33,1857,1857/07,Kansas,Leavenworth,"Leavenworth, Kansas",39.323495,-94.926377,"July: 2,000 citizens, over protest of pro-slave justice (??) and free soil mayor Adams, broke into the jail, took out 2 murderers and hanged them.","Nichols.Bleeding Kansas, p.197",Slavery; Vigilante; Law; Racial; Political; Land,Vigilante,Legal; Prisoner; Alleged Criminal; Alleged Murderer; Jail,Seized Person(s); Lethal Violence,2,,,,
34,1857,1857/08,Texas,Escondido Creek,Near Escondido Creek,28.8515,-97.80954,August: Unknown Mexican lynched for alleged killing of a cow.,"San Antonio Ledger, 22 Aug 1857 as listed in Carrigan and Webb, Forgotten Dead.",Racial; Law; Ethnic/National; Religious; Vigilante,Vigilante,Mexican; Hispanic; Catholic; Alleged Criminal,Lethal Violence,1,,,,PTH
35,1857,1857/09,Utah,Mountain Meadows,"Mountain Meadows, Utah",37.446533,-113.629976,September: Massacre of 120 emigrant whites by Mormons and Indians. Men and women and children killed. This occurred during the so-called Mormon war.,Brooks.Mountain Meadows Massacre,Religious; Racial,Mormon; Native; Militia,White; Woman; Youth,Lethal Violence,120,,,,
36,1857,1857/10,Maryland,Baltimore,Baltimore,39.293324,-76.615924,"October: More election rioting as know-nothings prevent immigrant from voting and win local elections. 11,898 to 2,792. In the 8th ward. Ser. William Jordan of the police killed.","Scharf.Chronicles, p.558-563; H+W, p.93",Political; Ethnic/National,Political; Nativist; Know Nothing,Political; Democrat; Legal; Police,Lethal Violence; Threat,1,,,William Jordan,
37,1857,1857/12,Iowa,Jones Co.,"Jones co., Iowa",42.082479,-91.129989,"December: Regulators numbering about 400 strong captured Hiram Roberts, forced him to confess to counterfeiting then hagned him in a barn. Six of the mob were later charged, but case dropped.","Black. ""Lynchings,"" p.198-199",Vigilante; Law,Vigilante; Regulator (Vigilante),Alleged Criminal; Alleged Conterfeiter,Seized Person(s); Lethal Violence,1,,,Hiram Roberts,PTH edits
38,1857,,Iowa,Polk County,"Polk County, Iowa",41.6725,-93.58095,Vigilantes capture and hang J.W. Thomas - a murderer.,"Graham. ""Vigilance Committee,"" Palinpsest 6, (1925) 362",Vigilante; Law,Vigilante,Alleged Criminal; Alleged Murderer,Seized Person(s); Lethal Violence,1,,,J.W. Thomas,
